"","test_case","test_size","db_size","time_elapsed","R.version","platform","running"
"1","scharc_data",2,61410304,2.74556732177734,"R version 3.4.0 (2017-04-21)","x86_64-pc-linux-gnu (64-bit)","CentOS Linux 7 (Core)"
"2","scharc_data",4,123209728,5.54401993751526,"R version 3.4.0 (2017-04-21)","x86_64-pc-linux-gnu (64-bit)","CentOS Linux 7 (Core)"
"3","scharc_data",8,248007680,12.1074199676514,"R version 3.4.0 (2017-04-21)","x86_64-pc-linux-gnu (64-bit)","CentOS Linux 7 (Core)"
"4","scharc_data",16,501002240,22.0491743087769,"R version 3.4.0 (2017-04-21)","x86_64-pc-linux-gnu (64-bit)","CentOS Linux 7 (Core)"
"5","scharc_data",32,1012514816,44.4310731887817,"R version 3.4.0 (2017-04-21)","x86_64-pc-linux-gnu (64-bit)","CentOS Linux 7 (Core)"
"6","scharc_data",64,2035544064,88.9887685775757,"R version 3.4.0 (2017-04-21)","x86_64-pc-linux-gnu (64-bit)","CentOS Linux 7 (Core)"
"7","scharc_data",128,4081599488,177.175329208374,"R version 3.4.0 (2017-04-21)","x86_64-pc-linux-gnu (64-bit)","CentOS Linux 7 (Core)"
"8","scharc_data",256,8173710336,358.760444164276,"R version 3.4.0 (2017-04-21)","x86_64-pc-linux-gnu (64-bit)","CentOS Linux 7 (Core)"
"9","scharc_data",512,16467386368,713.095484495163,"R version 3.4.0 (2017-04-21)","x86_64-pc-linux-gnu (64-bit)","CentOS Linux 7 (Core)"
